ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min)
0xaca3 ,RANCHIRES02DEL02 ,27,4.9,0.0,0.0,0.08,0.08,16-03-2022,21:40:00,21:55:00,conditions Cloudy,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 39
0x5779 ,BANGRES17DEL01 ,21,4.7,12.972532,77.608179,13.082532,77.718179,23-03-2022,18:50:00,19:05:00,conditions Windy,Medium ,2,Drinks ,electric_scooter ,1,No ,Urban ,(min) 19
0xbcb7 ,SURRES12DEL03 ,27,4.9,21.183434,72.814492,21.243434,72.874492,26-03-2022,19:55:00,20:10:00,conditions Cloudy,Jam ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 23
0xd21e ,KNPRES11DEL03 ,27,4.7,26.474986,80.342796,26.504986,80.372796,15-02-2022,21:15:00,21:25:00,conditions Cloudy,Jam ,0,Snack ,motorcycle ,0,No ,Urban ,(min) 20
0x6fc6 ,PUNERES06DEL01 ,32,4.6,18.546258,73.904337,18.556258,73.914337,28-03-2022,10:45:00,11:00:00,conditions Fog,Low ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 24
0x767 ,JAPRES08DEL02 ,NaN ,NaN ,26.910262,75.783013,26.930262,75.803013,01-04-2022,09:20:00,09:35:00,conditions Fog,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 20
0xbd61 ,RANCHIRES09DEL03 ,22,4.7,23.351058,85.325731,23.441058,85.415731,12-03-2022,23:25:00,23:35:00,conditions Stormy,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 16
0xccd7 ,AURGRES19DEL02 ,26,4.8,19.866969,75.318894,19.996969,75.448894,14-02-2022,18:50:00,19:05:00,conditions Sunny,Medium ,1,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 16
0xa13e ,VADRES11DEL01 ,31,4.9,22.308096,73.167753,22.378096,73.237753,16-03-2022,22:40:00,22:50:00,conditions Windy,Low ,1,Snack ,scooter ,1,No ,Metropolitian ,(min) 19
0x2b52 ,HYDRES09DEL01 ,37,4.8,17.431668,78.408321,17.501668,78.478321,29-03-2022,18:50:00,19:05:00,conditions Sunny,Medium ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 24
0xb0e ,JAPRES18DEL01 ,29,4.7,26.913987,75.752891,26.923987,75.762891,03-04-2022,11:55:00,12:05:00,conditions Cloudy,High ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 33
0x8fe6 ,MYSRES07DEL02 ,36,3.8,12.325461,76.632278,12.455461,76.762278,23-03-2022,21:00:00,21:10:00,conditions Sandstorms,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 35
0x3425 ,VADRES15DEL02 ,23,4.9,0.0,0.0,0.13,0.13,27-03-2022,22:15:00,22:25:00,conditions Fog,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 23
0x72ec ,VADRES12DEL01 ,35,4.4,0.0,0.0,0.11,0.11,10-03-2022,17:15:00,17:30:00,conditions Cloudy,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 31
0x2031 ,INDORES03DEL01 ,33,4.5,22.751857,75.866699,22.791857,75.906699,30-03-2022,12:50:00,13:05:00,conditions Windy,High ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 27
0xa685 ,COIMBRES19DEL02 ,27,4.7,11.022298,76.998349,11.102298,77.078349,04-04-2022,20:55:00,21:10:00,conditions Fog,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 47
0x1660 ,HYDRES05DEL01 ,35,4.5,17.433809,78.386744,17.473809,78.426744,03-03-2022,16:25:00,16:35:00,conditions Fog,Medium ,2,Meal ,electric_scooter ,1,No ,Urban ,(min) 19
0x5daa ,JAPRES09DEL02 ,39,5,26.911378,75.789034,27.041378,75.919034,04-04-2022,22:35:00,22:40:00,conditions Windy,Low ,2,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 17
0x8aab ,INDORES16DEL01 ,33,4,22.744648,75.894377,22.784648,75.934377,05-04-2022,14:15:00,14:30:00,conditions Windy,High ,1,Meal ,motorcycle ,1,No ,Urban ,(min) 31
0x3238 ,CHENRES05DEL01 ,26,4.9,13.058616,80.264151,13.098616,80.304151,11-03-2022,13:55:00,14:00:00,conditions Stormy,High ,0,Buffet ,motorcycle ,1,No ,Urban ,(min) 30
0xcf8b ,AURGRES18DEL03 ,24,4.7,19.888716,75.321461,19.978716,75.411461,16-02-2022,21:20:00,21:35:00,conditions Sunny,Jam ,0,Meal ,motorcycle ,0,No ,Urban ,(min) 21
0xd139 ,GOARES11DEL03 ,28,4.9,15.544419,73.755736,15.634419,73.845736,16-02-2022,18:55:00,19:05:00,conditions Fog,Medium ,1,Buffet ,scooter ,0,No ,Urban ,(min) 27
0x677c ,JAPRES17DEL02 ,21,4.1,26.892312,75.806896,26.912312,75.826896,13-03-2022,09:40:00,09:55:00,conditions Windy,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 26
0x725b ,INDORES03DEL02 ,31,5,22.751857,75.866699,22.831857,75.946699,18-03-2022,18:15:00,18:20:00,conditions Sandstorms,Medium ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 32
0x62ce ,CHENRES13DEL02 ,21,4.1,13.027018,80.254791,13.107018,80.334791,12-03-2022,20:55:00,21:00:00,conditions Windy,Jam ,0,Snack ,motorcycle ,1,No ,Urban ,(min) 33
0x931a ,HYDRES19DEL01 ,38,4.1,17.458998,78.500366,17.568998,78.610366,02-03-2022,19:40:00,19:50:00,conditions Sandstorms,Jam ,0,Drinks ,motorcycle ,1,No ,Urban ,(min) 42
0x6177 ,CHENRES20DEL03 ,NaN ,NaN ,12.975996,80.221898,13.065996,80.311898,02-04-2022,NaN ,20:45:00,conditions Windy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 32
0xc2ae ,DEHRES03DEL03 ,30,4.1,30.335259,78.053162,30.475259,78.193162,12-02-2022,19:45:00,20:00:00,conditions Cloudy,Jam ,2,Buffet ,scooter ,2,No ,Metropolitian ,(min) 49
0x8539 ,PUNERES09DEL01 ,31,4.6,18.536562,73.896485,18.576562,73.936485,28-03-2022,15:00:00,15:05:00,conditions Fog,High ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 34
0x3a72 ,HYDRES06DEL02 ,30,4.9,17.455894,78.375467,17.505894,78.425467,17-03-2022,20:55:00,21:10:00,conditions Cloudy,Jam ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 25
0x9ce5 ,PUNERES20DEL02 ,33,5,18.592718,73.773572,18.642718,73.823572,15-03-2022,22:35:00,22:50:00,conditions Stormy,Low ,1,Snack ,scooter ,0,No ,Urban ,(min) 29
0x80ff ,MUMRES17DEL02 ,38,4.5,19.121999,72.908493,19.141999,72.928493,15-03-2022,10:40:00,10:50:00,conditions Fog,Low ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 22
0xb00d ,MUMRES03DEL03 ,24,4.7,19.22384,72.841347,19.28384,72.901347,30-03-2022,19:30:00,19:45:00,conditions Fog,Jam ,2,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 23
0x4743 ,RANCHIRES13DEL03 ,24,3.5,23.374989,85.335486,23.404989,85.365486,05-04-2022,19:55:00,20:05:00,conditions Sunny,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 51
0x1339 ,CHENRES19DEL03 ,34,4.7,12.986047,80.218114,13.046047,80.278114,30-03-2022,19:20:00,19:35:00,conditions Windy,Jam ,1,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 30
0xd170 ,KOLRES15DEL03 ,27,4.8,22.552672,88.352885,22.582672,88.382885,13-02-2022,17:50:00,17:55:00,conditions Stormy,Medium ,1,Snack ,scooter ,1,No ,NaN ,(min) 22
0xdf52 ,KOCRES08DEL02 ,39,4.8,9.985497,76.276999,10.005497,76.296999,17-02-2022,12:00:00,12:10:00,conditions Fog,High ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 34
0x7cc2 ,CHENRES09DEL02 ,23,4.1,13.044694,80.26147,13.064694,80.28147,01-04-2022,09:45:00,10:00:00,conditions Sandstorms,Low ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 22
0x88cf ,JAPRES19DEL01 ,34,4.6,26.913726,75.75282,26.953726,75.792821,07-03-2022,14:10:00,14:25:00,conditions Fog,High ,1,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 27
0x3756 ,INDORES02DEL01 ,20,4.7,22.651847,75.881991,22.691847,75.921991,11-03-2022,16:00:00,16:10:00,conditions Fog,Medium ,2,Snack ,electric_scooter ,0,No ,Urban ,(min) 10
0xdf43 ,ALHRES03DEL03 ,36,5,25.451517,81.832616,25.591517,81.972616,16-02-2022,18:40:00,18:45:00,conditions Stormy,Medium ,2,Buffet ,electric_scooter ,1,No ,Metropolitian ,(min) 30
0xa73d ,JAPRES04DEL03 ,27,4,26.902328,75.794257,26.992328,75.884257,29-03-2022,17:40:00,17:55:00,conditions Fog,Medium ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 32
0xa039 ,SURRES15DEL01 ,32,4.1,21.160522,72.771477,21.230522,72.841477,16-03-2022,18:40:00,18:45:00,conditions Cloudy,Medium ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,(min) 32
0xc022 ,KOLRES03DEL03 ,NaN ,NaN ,-22.526461,88.364453,22.556461,88.394453,17-02-2022,NaN ,18:20:00,conditions Fog,Medium ,1,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 18
0xb214 ,BANGRES12DEL01 ,27,4.9,12.939496,77.625999,13.049496,77.735999,23-03-2022,23:55:00,00:00:00,conditions Sunny,Low ,1,Drinks ,motorcycle ,0,No ,Urban ,(min) 26
0xe72 ,COIMBRES14DEL03 ,NaN ,NaN ,11.003681,76.975525,11.093681,77.065525,12-03-2022,NaN ,22:20:00,conditions Cloudy,Low ,0,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 21
0x761f ,CHENRES03DEL01 ,29,2.5,13.091809,80.219104,13.201809,80.329104,25-03-2022,22:40:00,22:55:00,conditions Sunny,Low ,1,Snack ,motorcycle ,2,No ,Metropolitian ,(min) 35
0x92f ,VADRES17DEL02 ,NaN ,NaN ,0.0,0.0,0.02,0.02,05-04-2022,NaN ,09:20:00,conditions Stormy,Low ,2,Drinks ,electric_scooter ,1,No ,Metropolitian ,(min) 19
0x7080 ,MYSRES12DEL02 ,27,5,12.284747,76.625861,12.304747,76.645861,19-03-2022,11:25:00,11:30:00,conditions Fog,High ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 25
0xb243 ,JAPRES16DEL01 ,32,5,26.849596,75.800512,26.859596,75.810512,07-03-2022,09:15:00,09:30:00,conditions Sandstorms,Low ,1,Buffet ,motorcycle ,1,No ,Urban ,(min) 28
0xa593 ,INDORES05DEL03 ,21,4.8,22.727021,75.884167,22.757021,75.914167,05-04-2022,20:30:00,20:45:00,conditions Stormy,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 27
0x450 ,BANGRES18DEL03 ,NaN ,NaN ,12.913041,77.683237,12.973041,77.743237,01-04-2022,NaN ,18:45:00,conditions NaN,NaN ,0,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 28
0xbcb3 ,MYSRES09DEL01 ,22,5,12.323194,76.630583,12.393194,76.700583,16-03-2022,21:45:00,21:55:00,conditions Stormy,Jam ,2,Snack ,electric_scooter ,1,No ,Urban ,(min) 21
0xd0cf ,AURGRES05DEL03 ,NaN ,NaN ,19.875522,75.367127,19.965522,75.457127,12-02-2022,NaN ,23:20:00,conditions Fog,Low ,2,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 32
0xb37b ,BANGRES11DEL02 ,39,5,12.934365,77.616155,12.954365,77.636155,17-03-2022,11:30:00,11:35:00,conditions Windy,High ,1,Buffet ,scooter ,1,No ,Urban ,(min) 33
0x6440 ,SURRES18DEL02 ,20,4.1,21.149834,72.778666,21.279834,72.908666,23-03-2022,20:55:00,21:05:00,conditions Fog,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 32
0x16c1 ,PUNERES04DEL02 ,NaN ,NaN ,18.51421,73.838429,18.53421,73.858429,15-03-2022,NaN ,08:25:00,conditions Sunny,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 22
0x3b60 ,INDORES13DEL01 ,35,4.2,22.745049,75.892471,22.855049,76.002471,02-04-2022,17:20:00,17:30:00,conditions Stormy,Medium ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 35
0xc2cb ,GOARES02DEL03 ,30,4.2,15.585658,73.743606,15.615658,73.773606,15-02-2022,23:35:00,23:40:00,conditions Windy,Low ,0,Drinks ,motorcycle ,1,No ,Urban ,(min) 32
0x3dd6 ,MUMRES17DEL01 ,39,5,19.121999,72.908493,19.161999,72.948493,03-04-2022,15:30:00,15:40:00,conditions Stormy,Medium ,2,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 25
0x2dd2 ,COIMBRES03DEL03 ,36,4.9,11.025083,77.015393,11.055083,77.045393,09-03-2022,20:20:00,20:25:00,conditions Sunny,Jam ,1,Meal ,scooter ,0,No ,Metropolitian ,(min) 21
0xa3eb ,INDORES09DEL03 ,22,4.6,22.725835,75.887648,22.755835,75.917648,01-04-2022,19:45:00,19:55:00,conditions Sunny,Jam ,2,Drinks ,motorcycle ,0,No ,NaN ,(min) 10
0x1754 ,RANCHIRES18DEL01 ,27,5,23.351489,85.324253,23.461489,85.434253,16-03-2022,22:15:00,22:25:00,conditions Stormy,Low ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 16
0xabb5 ,CHENRES11DEL01 ,21,4.6,13.064181,80.236442,13.074181,80.246442,15-03-2022,10:55:00,11:10:00,conditions Fog,Low ,2,Drinks ,scooter ,0,No ,Urban ,(min) 11
0x4c9c ,VADRES09DEL01 ,26,4.9,0.0,0.0,0.01,0.01,11-03-2022,09:55:00,10:05:00,conditions Cloudy,Low ,2,Meal ,electric_scooter ,1,No ,Urban ,(min) 18
0xcd41 ,KNPRES07DEL03 ,33,4.7,26.472001,80.354002,26.502001,80.384002,17-02-2022,00:00:00,00:05:00,conditions Sunny,Low ,2,Drinks ,scooter ,1,No ,Urban ,(min) 13
0xa6f3 ,SURRES14DEL01 ,33,4.5,21.157729,72.768726,21.267729,72.878726,18-03-2022,22:50:00,23:00:00,conditions Stormy,Low ,1,Meal ,scooter ,0,No ,Metropolitian ,(min) 23
0xba8b ,SURRES16DEL03 ,34,4.8,21.160437,72.774209,21.250437,72.864209,04-03-2022,23:30:00,23:45:00,conditions Windy,Low ,2,Drinks ,scooter ,0,No ,Metropolitian ,(min) 18
0x30a1 ,HYDRES20DEL03 ,22,4.9,17.483216,78.552111,17.573216,78.642111,12-03-2022,20:30:00,20:40:00,conditions Stormy,Jam ,2,Buffet ,scooter ,0,No ,Metropolitian ,(min) 16
0x6a48 ,CHENRES01DEL03 ,36,4.1,13.005801,80.250744,13.095801,80.340744,06-04-2022,19:45:00,20:00:00,conditions Stormy,Jam ,2,Buffet ,scooter ,1,No ,Metropolitian ,(min) 36
0x6db0 ,CHENRES05DEL01 ,21,4.6,13.058616,80.264151,13.168616,80.374151,18-03-2022,20:50:00,20:55:00,conditions Sandstorms,Jam ,2,Snack ,scooter ,0,No ,Metropolitian ,(min) 19
0x70bb ,COIMBRES01DEL01 ,24,4.9,11.016298,76.972076,11.126298,77.082076,08-03-2022,21:40:00,21:55:00,conditions Sunny,Jam ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 16
0x99b ,SURRES12DEL03 ,31,3.9,21.183434,72.814492,21.273434,72.904492,31-03-2022,19:10:00,19:20:00,conditions Stormy,Jam ,1,Meal ,scooter ,0,No ,Metropolitian ,(min) 31
0xa0dd ,CHENRES08DEL03 ,31,4.5,13.022394,80.242439,13.082394,80.302439,24-03-2022,22:10:00,22:15:00,conditions Sandstorms,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 28
0xd27f ,KOCRES17DEL01 ,35,4.9,9.959778,76.296106,9.999778,76.336106,13-02-2022,15:25:00,15:35:00,conditions Fog,Medium ,2,Drinks ,scooter ,1,No ,Metropolitian ,(min) 19
0x8142 ,RANCHIRES18DEL01 ,23,4.9,23.351489,85.324253,23.391489,85.364253,13-03-2022,15:35:00,15:40:00,conditions Sandstorms,Medium ,2,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 20
0x17c3 ,VADRES010DEL02 ,25,4.7,22.310329,73.169083,22.360329,73.219083,03-04-2022,23:35:00,23:45:00,conditions Cloudy,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 24
0x3fbb ,CHENRES010DEL03 ,28,4.8,13.066762,80.251865,13.156762,80.341865,14-03-2022,21:35:00,21:40:00,conditions Fog,Jam ,0,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 35
0xdd3a ,AURGRES09DEL03 ,38,4.4,19.874103,75.368419,19.934103,75.428419,11-02-2022,20:25:00,20:30:00,conditions Fog,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 33
0x2b88 ,BANGRES04DEL01 ,29,4.7,12.98041,77.640489,13.09041,77.750489,25-03-2022,20:40:00,20:45:00,conditions Stormy,Jam ,0,Snack ,motorcycle ,1,No ,Urban ,(min) 26
0xcf0e ,BHPRES02DEL01 ,38,4.6,0.0,0.0,0.01,0.01,17-02-2022,11:10:00,11:15:00,conditions Stormy,High ,1,Snack ,scooter ,0,No ,Urban ,(min) 25
0x2567 ,MYSRES010DEL02 ,39,5,12.321214,76.621094,12.401214,76.701094,06-03-2022,22:15:00,22:25:00,conditions Stormy,Low ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 27
0x9bfc ,INDORES15DEL03 ,32,5,22.760072,75.892574,22.790072,75.922574,13-03-2022,22:20:00,22:30:00,conditions Fog,Low ,1,Drinks ,scooter ,0,No ,Metropolitian ,(min) 16
0xaea6 ,BANGRES04DEL03 ,32,4.9,12.98041,77.640489,13.04041,77.700489,24-03-2022,23:35:00,23:50:00,conditions Cloudy,Low ,2,Snack ,electric_scooter ,1,No ,Metropolitian ,(min) 15
0xd168 ,ALHRES01DEL01 ,27,4.5,25.454648,81.834502,25.464648,81.844502,17-02-2022,10:40:00,10:45:00,conditions Stormy,Low ,0,Buffet ,motorcycle ,NaN ,No ,Metropolitian ,(min) 22
0x591c ,JAPRES12DEL03 ,23,4.5,26.902908,75.792934,27.042908,75.932934,10-03-2022,23:40:00,23:50:00,conditions Windy,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 24
0x4ba3 ,HYDRES02DEL03 ,25,4.8,17.41233,78.449654,17.47233,78.509654,01-03-2022,22:45:00,22:50:00,conditions Sunny,Low ,0,Buffet ,motorcycle ,0,NaN ,Urban ,(min) 12
0x9be ,MUMRES15DEL02 ,34,4.3,19.176269,72.836721,19.226269,72.886721,01-03-2022,17:40:00,17:55:00,conditions Sandstorms,Medium ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 31
0xd63a ,KNPRES05DEL02 ,30,4.6,26.479108,80.315042,26.609108,80.445042,16-02-2022,22:50:00,23:00:00,conditions Stormy,Low ,2,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 25
0xaf78 ,RANCHIRES19DEL01 ,23,4.8,23.333017,85.3172,23.343017,85.3272,17-03-2022,09:30:00,09:45:00,conditions Sunny,Low ,2,Drinks ,electric_scooter ,0,No ,Metropolitian ,(min) 16
0x29e5 ,INDORES03DEL01 ,21,4.9,22.751857,75.866699,22.761857,75.876699,03-03-2022,08:50:00,08:55:00,conditions Sandstorms,Low ,1,Buffet ,scooter ,1,No ,Metropolitian ,(min) 19
0x5498 ,COIMBRES010DEL01 ,26,4.5,11.003008,76.97544,11.043008,77.01544,24-03-2022,13:25:00,13:35:00,conditions Sunny,High ,1,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 11
0xb346 ,RANCHIRES07DEL01 ,35,4.6,23.359407,85.325055,23.369407,85.335055,07-03-2022,11:00:00,11:10:00,conditions Windy,Low ,1,Meal ,scooter ,1,No ,Metropolitian ,(min) 27
0x3db4 ,RANCHIRES11DEL01 ,23,5,23.359194,85.325447,23.429194,85.395447,27-03-2022,21:40:00,21:55:00,conditions Sandstorms,Jam ,2,Meal ,electric_scooter ,1,No ,Metropolitian ,(min) 21
0x1729 ,SURRES19DEL01 ,27,4.2,21.149669,72.772629,21.259669,72.882629,20-03-2022,19:40:00,19:45:00,conditions Fog,Jam ,1,Meal ,motorcycle ,0,No ,Metropolitian ,(min) 33
0x459b ,INDORES06DEL03 ,33,4.6,22.728163,75.884212,22.818163,75.974212,06-04-2022,19:00:00,19:15:00,conditions Cloudy,Medium ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 35
0x766f ,RANCHIRES09DEL03 ,35,4.8,23.351058,85.325731,23.411058,85.385731,30-03-2022,22:30:00,22:35:00,conditions Sandstorms,Low ,2,Meal ,scooter ,1,No ,Metropolitian ,(min) 26
0xaa02 ,COIMBRES03DEL02 ,30,4.8,11.025083,77.015393,11.045083,77.035393,24-03-2022,10:50:00,10:55:00,conditions Windy,Low ,1,Snack ,scooter ,1,No ,Urban ,(min) 24
0xd509 ,KOCRES13DEL03 ,38,4.7,9.991703,76.293136,10.051703,76.353136,15-02-2022,17:20:00,17:25:00,conditions Cloudy,Medium ,0,Buffet ,motorcycle ,0,No ,Metropolitian ,(min) 30
0x4059 ,MUMRES010DEL02 ,28,4.6,19.003517,72.82765,19.083517,72.90765,02-03-2022,22:45:00,22:50:00,conditions Stormy,Low ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 18
0x9d6e ,INDORES15DEL03 ,20,4.8,22.760072,75.892574,22.820072,75.952574,03-03-2022,23:15:00,23:20:00,conditions Sandstorms,Low ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 18
0xc57f ,GOARES09DEL02 ,39,4.9,15.303897,73.914336,15.353897,73.964336,13-02-2022,23:25:00,23:35:00,conditions Windy,Low ,2,Snack ,scooter ,0,No ,Urban ,(min) 24
0x9ed2 ,JAPRES16DEL01 ,25,4.7,26.849596,75.800512,26.859596,75.810512,05-04-2022,08:25:00,08:40:00,conditions Sandstorms,Low ,1,Drinks ,motorcycle ,1,No ,Metropolitian ,(min) 12
0x44bb ,BANGRES18DEL02 ,28,4.8,12.913041,77.683237,12.963041,77.733237,24-03-2022,21:45:00,21:50:00,conditions Fog,Jam ,2,Buffet ,electric_scooter ,0,No ,Metropolitian ,(min) 21
0xaea9 ,SURRES13DEL01 ,21,4.7,21.170096,72.789122,21.280096,72.899122,02-04-2022,21:50:00,22:00:00,conditions Windy,Jam ,1,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 22
0xa7e6 ,JAPRES09DEL03 ,32,4.5,26.911378,75.789034,27.051378,75.929034,02-04-2022,19:25:00,19:40:00,conditions Fog,Jam ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 43
0x5fee ,INDORES08DEL03 ,34,4.7,22.725748,75.898497,22.785747,75.958497,09-03-2022,21:35:00,21:45:00,conditions Stormy,Jam ,0,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 48
0x18ba ,HYDRES20DEL01 ,NaN ,NaN ,17.483216,78.552111,17.553216,78.622111,25-03-2022,NaN ,23:20:00,conditions Sunny,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 26
0x46b3 ,SURRES03DEL02 ,33,3.7,21.186884,72.793616,21.266884,72.873616,04-03-2022,21:25:00,21:30:00,conditions Windy,Jam ,1,Meal ,motorcycle ,1,No ,Metropolitian ,(min) 37
0x330c ,MYSRES15DEL03 ,33,4.8,12.352058,76.60665,12.442058,76.69665,08-03-2022,23:30:00,23:35:00,conditions Stormy,Low ,2,Buffet ,scooter ,0,No ,Urban ,(min) 23
0x49c5 ,BANGRES01DEL02 ,24,5,12.933284,77.615428,13.013284,77.695428,23-03-2022,22:50:00,22:55:00,conditions Cloudy,Low ,0,Snack ,motorcycle ,0,No ,Metropolitian ,(min) 24
0x45b6 ,BANGRES20DEL02 ,25,4.9,12.972161,77.596014,12.992161,77.616014,07-03-2022,09:50:00,10:00:00,conditions Windy,Low ,2,Meal ,scooter ,0,No ,Metropolitian ,(min) 18
0x8ceb ,PUNERES04DEL01 ,25,4.6,18.51421,73.838429,18.55421,73.878429,01-03-2022,12:50:00,13:00:00,conditions Fog,High ,2,Meal ,scooter ,1,No ,Urban ,(min) 23
0xc0ed ,KOCRES12DEL03 ,27,4.6,-9.988483,76.295211,10.048483,76.355211,17-02-2022,23:30:00,23:45:00,conditions Windy,Low ,2,Meal ,scooter ,0,No ,Urban ,(min) 12
0x730c ,JAPRES12DEL02 ,22,5,26.902908,75.792934,27.032908,75.922934,10-03-2022,17:15:00,17:30:00,conditions Sunny,Medium ,1,Meal ,scooter ,0,No ,Metropolitian ,(min) 12
0xc5ad ,AURGRES01DEL01 ,26,4.6,19.876219,75.346017,19.986219,75.456017,12-02-2022,23:55:00,00:00:00,conditions Fog,Low ,0,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 21
0x191b ,PUNERES18DEL03 ,25,4.5,18.593481,73.785901,18.623481,73.815901,01-04-2022,20:45:00,21:00:00,conditions Cloudy,Jam ,2,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 30
0xdbf ,COIMBRES02DEL01 ,32,4.1,11.022477,76.995667,11.032477,77.005667,21-03-2022,10:45:00,10:55:00,conditions Stormy,Low ,0,Buffet ,motorcycle ,1,No ,Metropolitian ,(min) 22
0x8593 ,HYDRES05DEL02 ,23,4.5,17.433809,78.386744,17.513809,78.466744,06-03-2022,19:15:00,19:25:00,conditions Cloudy,Jam ,0,Drinks ,motorcycle ,2,No ,Metropolitian ,(min) 40
0xba31 ,CHENRES09DEL01 ,28,5,13.044694,80.26147,13.154694,80.37147,20-03-2022,21:35:00,21:40:00,conditions Stormy,Jam ,1,Buffet ,scooter ,0,No ,Urban ,(min) 17
0xcf6 ,HYDRES13DEL02 ,NaN ,NaN ,17.431477,78.40035,17.511477,78.48035,29-03-2022,NaN ,22:55:00,conditions Sunny,Low ,1,Snack ,scooter ,1,No ,Urban ,(min) 15
0xb890 ,VADRES02DEL01 ,25,5,0.0,0.0,0.11,0.11,16-03-2022,19:00:00,19:05:00,conditions Fog,Medium ,0,Drinks ,motorcycle ,0,No ,Metropolitian ,(min) 30
0x1760 ,MYSRES12DEL01 ,27,4.7,12.284747,76.625861,12.324747,76.665861,03-03-2022,15:25:00,15:40:00,conditions Cloudy,Medium ,2,Snack ,scooter ,1,No ,Metropolitian ,(min) 13
0xa235 ,SURRES010DEL03 ,22,4.6,21.17106,72.789292,21.26106,72.879292,10-03-2022,23:25:00,23:35:00,conditions Sunny,Low ,0,Meal ,motorcycle ,1,No ,Urban ,(min) 28
0x5e55 ,MUMRES03DEL03 ,21,4.7,19.22384,72.841347,19.25384,72.871347,11-03-2022,23:00:00,23:15:00,conditions Sandstorms,Low ,1,Buffet ,motorcycle ,1,No ,Urban ,(min) 16
0x525c ,VADRES17DEL03 ,21,4.9,0.0,0.0,0.09,0.09,06-04-2022,17:10:00,17:25:00,conditions Cloudy,Medium ,1,Snack ,motorcycle ,1,No ,Metropolitian ,(min) 39
